minute,momentum,momentum_smoothed,home_recent_value,away_recent_value,is_hydration_break
0,0.0,0.0,0.0,0.0,False
1,0.0,0.0,0.0,0.0,False
2,0.0,11.152673148148146,0.0,0.0,False
3,40.14962333333333,21.162199601851853,0.06022443500000001,0.0,False
4,11.944521233333337,18.252749103703707,0.04516832625,0.027251544399999994,False
5,6.4490394666666715,4.086757022222227,0.030112217500000003,0.020438658299999996,False
6,-7.5506590999999945,-7.088360711111106,0.015056108750000002,0.026382097399999995,False
7,-19.88608346666666,-13.98472184629629,0.0,0.029829125199999994,False
8,-10.976605999999997,-16.867881203703696,0.0,0.016464909,False
9,-23.275719266666663,-17.488682229629624,0.0,0.0349135789,False
10,-14.741499199999998,-15.332069811111108,0.0,0.0221122488,False
11,-8.333333333333332,-8.955972,0.0,0.0125,False
12,-4.166666666666666,-4.166666666666666,0.0,0.00625,False
13,0.0,-1.1574074074074072,0.0,0.0,False
14,0.0,13.084673148148148,0.0,0.0,False
15,47.104823333333336,35.37861152777778,0.07065723500000001,0.0,False
16,51.99528416666667,46.20824712962963,0.07799292625000001,0.0,False
17,36.05241166666667,32.190032333333335,0.05407861750000001,0.0,False
18,6.204973566666666,20.902991622222224,0.030164308750000004,0.020856848400000003,False
19,29.270400466666665,20.20401389259259,0.073129197,0.0292235963,False
20,19.696835699999998,16.224613477777776,0.05015939775,0.0206141442,False
21,-2.376729066666666,3.4103079703703694,0.0334395985,0.0370046921,False
22,-3.6169605000000016,-2.267740518518519,0.01671979925,0.022145240000000004,False
23,0.0,0.0,0.0,0.0,True
24,0.0,0.0,0.0,0.0,True
25,0.0,0.0,0.0,0.0,True
26,0.0,0.0,0.0,0.0,True
27,-46.73128323333333,-41.86766189999999,0.0,0.07009692485,False
28,-31.995845466666655,-31.995845466666662,0.0,0.047993768199999995,False
29,-17.260407699999995,-17.260407699999995,0.0,0.025890611549999998,False
30,-2.524969933333333,-5.916766553703702,0.0,0.0037874549,False
31,0.0,10.139945944444444,0.0,0.0,False
32,39.02877533333333,21.261598787037034,0.058543163,0.0,False
33,14.095715099999996,19.36511315555555,0.04390737225,0.022763799600000002,False
34,8.132487866666663,8.132487866666665,0.0292715815,0.017072849700000003,False
35,2.169260633333333,-16.349257885185185,0.01463579075,0.011381899800000001,False
36,-70.46063326666666,-44.60215349814814,0.0,0.10569094990000001,False
37,-50.0,-69.57239812962962,0.0,0.07500000000000001,False
