break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,23' to 26',29.44439592715126,12.748806396839006,-16.695589530312255,France,France
2,68' to 71',38.799264780302835,38.005665064818565,-0.7935997154842696,France,France
