break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,25' to 28',7.729782764485529,32.79482053258813,25.065037768102606,Argentina,Argentina
2,73' to 76',39.957556264058134,-8.09364807863958,-48.051204342697716,Argentina,Cabo Verde
