break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,23' to 26',10.839635991333331,-25.538276127333326,-36.37791211866666,Mexico,England
2,71' to 75',26.1325022956,24.71153090833333,-1.4209713872666683,Mexico,Mexico
