start_minute,start_label,start_timestamp,end_minute,end_label,end_timestamp,period
23.0,23',2026-07-07T20:22:52.943Z,26.0,26',2026-07-07T20:26:04.369Z,3
71.0,67',2026-07-07T21:26:39.975Z,75.0,71',2026-07-07T21:30:11.598Z,5
