minute,momentum,momentum_smoothed,home_recent_value,away_recent_value,is_hydration_break
0,0.0,0.0,0.0,0.0,False
1,0.0,2.712133640923828,0.0,0.0,False
2,9.76368110732578,3.017601699872306,0.01041557668,0.0,False
3,-4.758523652180948,-0.5636332068075859,0.00781168251,0.012887920400000004,False
4,-4.179122808343573,16.43062284384964,0.00520778834,0.009665940300000004,False
5,70.59536238338937,51.34298223370494,0.08175279117,0.006443960200000002,False
6,76.06127903625836,75.11186196760005,0.08436167275,0.003221980100000001,False
7,78.10929424195743,69.13306375843639,0.08332444850000001,0.0,False
8,47.84287970698077,40.831382356375315,0.05103722425,0.0,False
9,-7.664925290175511,19.358653566912484,0.018750000000000003,0.026926692400000004,False
10,34.112153598184996,12.549855256778152,0.077117673,0.0407279397,False
11,-1.7350415425191354,8.400265655829537,0.053150754749999994,0.0550016405,False
12,-1.0951307691680419,-1.0951307691680428,0.035433836499999996,0.036602086299999996,False
13,-0.4552199958169515,-2.2080943334683147,0.017716918249999998,0.0182025321,False
14,-6.1256568380107685,-6.138333935123898,0.0,0.006534650999999999,False
15,-11.841731229811852,-12.061486581450561,0.0,0.0126323728,False
16,-18.348924887512286,-17.665475353334635,0.0,0.01957403484,False
17,-22.395700222173172,-0.4842722856063797,0.0,0.02389100283,False
18,52.438665014806396,29.11800629132108,0.071647829,0.01570797082,False
19,43.31865884723884,42.49631640072412,0.05373587175,0.00752493881,False
20,31.238219872218302,30.580745812138208,0.0358239145,0.0025,False
21,16.790874280909428,16.139894089353717,0.01791195725,0.0,False
22,0.0,4.6641317446970625,0.0,0.0,False
23,0.0,0.0,0.0,0.0,False
24,0.0,0.0,0.0,0.0,True
25,0.0,0.0,0.0,0.0,True
26,0.0,0.0,0.0,0.0,True
27,0.0,0.0,0.0,0.0,True
28,-62.37092070596904,-44.996594660123876,0.0,0.06653526473,False
29,-46.06339555201086,-53.50994650596523,0.0,0.049138928570000004,False
30,-56.563453832288424,-47.25526513984545,0.0,0.06034004841,False
31,-33.554032819771294,-36.952170227622936,0.0,0.03579434825,False
32,-22.77790647552008,-23.258656974434448,0.0,0.024298728,False
33,-13.732481927360586,-13.732481927360588,0.0,0.014649363999999998,False
34,-4.6870573792011,-6.318419988649542,0.0,0.005,False
35,-1.5145382250560047,-1.8023821363561938,0.025,0.026615659999999996,False
36,0.6217428484084098,-4.471780625460728,0.018750000000000003,0.018086744999999998,False
37,-15.578660584056074,-12.53707083125888,0.0125,0.0291188072,False
