start_minute,start_label,start_timestamp,end_minute,end_label,end_timestamp,period
27.0,27',2026-07-01T20:27:23.822Z,30.0,30',2026-07-01T20:30:27.118Z,3
76.0,70',2026-07-01T21:31:47.453Z,79.0,73',2026-07-01T21:35:21.717Z,5
