minute,home_recent_value,away_recent_value,raw_momentum,momentum,momentum_smoothed,is_hydration_break
0.0,0.0,0.0,0.0,0.0,0.0,False
0.25,0.0,0.0,0.0,0.0,0.0,False
0.5,0.0,0.0,0.0,0.0,0.0,False
0.75,0.0,0.0,0.0,0.0,0.0,False
1.0,0.0,0.0,0.0,0.0,0.8791124091225896,False
1.25,0.0,0.0,0.0,0.0,1.7582248182451792,False
1.5,0.0,0.0,0.0,0.0,2.6373372273677687,False
1.75,0.0,0.0,0.0,0.0,3.5164496364903584,False
2.0,0.008813959959999998,0.0,0.008813959959999998,7.912011682103306,-1.6993763104292121,False
2.25,0.008813959959999998,0.0,0.008813959959999998,7.912011682103306,-6.915202257348783,False
2.5,0.008813959959999998,0.0,0.008813959959999998,7.912011682103306,-12.131028204268354,False
2.75,0.008813959959999998,0.0,0.008813959959999998,7.912011682103306,-17.346854151187923,False
3.0,0.006610469969999998,0.05890421600000001,-0.05229374603000001,-46.94243352227613,-21.31366813694776,False
3.25,0.006610469969999998,0.05890421600000001,-0.05229374603000001,-46.94243352227613,-26.159594531830194,False
3.5,0.006610469969999998,0.05890421600000001,-0.05229374603000001,-46.94243352227613,-31.00552092671262,False
3.75,0.006610469969999998,0.05890421600000001,-0.05229374603000001,-46.94243352227613,-35.851447321595046,False
4.0,0.004406979979999999,0.04417816200000001,-0.03977118202000001,-35.701325871838556,-39.44836175531775,False
4.25,0.004406979979999999,0.04417816200000001,-0.03977118202000001,-35.701325871838556,-36.95033783299829,False
4.5,0.004406979979999999,0.04417816200000001,-0.03977118202000001,-35.701325871838556,-34.452313910678825,False
4.75,0.004406979979999999,0.04417816200000001,-0.03977118202000001,-35.701325871838556,-31.954289988359367,False
5.0,0.0022034899899999994,0.029452108000000005,-0.027248618010000007,-24.460218221400982,-28.20725410488017,False
5.25,0.0022034899899999994,0.029452108000000005,-0.027248618010000007,-24.460218221400982,-25.709230182560713,False
5.5,0.0022034899899999994,0.029452108000000005,-0.027248618010000007,-24.460218221400982,-23.211206260241248,False
5.75,0.0022034899899999994,0.029452108000000005,-0.027248618010000007,-24.460218221400982,-20.71318233792179,False
6.0,0.0,0.014726054000000002,-0.014726054000000002,-13.219110570963402,-10.102428883210587,False
6.25,0.0,0.014726054000000002,-0.014726054000000002,-13.219110570963402,-0.7406873896591182,False
6.5,0.0,0.014726054000000002,-0.014726054000000002,-13.219110570963402,8.621054103892353,False
6.75,0.0,0.014726054000000002,-0.014726054000000002,-13.219110570963402,17.982795597443822,False
7.0,0.066611978,0.0,0.066611978,59.795455220562246,18.833434524428824,False
7.25,0.066611978,0.0,0.066611978,59.795455220562246,18.4350614902541,False
7.5,0.066611978,0.0,0.066611978,59.795455220562246,18.036688456079375,False
7.75,0.066611978,0.0,0.066611978,59.795455220562246,17.638315421904647,False
8.0,0.0499589835,0.06867911600000001,-0.018720132500000014,-16.80446787853594,17.291486945324237,False
8.25,0.0499589835,0.06867911600000001,-0.018720132500000014,-16.80446787853594,8.831928936352089,False
8.5,0.0499589835,0.06867911600000001,-0.018720132500000014,-16.80446787853594,0.3723709273799389,False
8.75,0.0499589835,0.06867911600000001,-0.018720132500000014,-16.80446787853594,-8.08718708159221,False
9.0,0.033305989,0.05150933700000001,-0.018203348000000008,-16.340566860187092,-13.004268595574374,False
9.25,0.033305989,0.05150933700000001,-0.018203348000000008,-16.340566860187092,-9.41024754299007,False
9.5,0.033305989,0.05150933700000001,-0.018203348000000008,-16.340566860187092,-5.816226490405771,False
9.75,0.033305989,0.05150933700000001,-0.018203348000000008,-16.340566860187092,-2.222205437821471,False
