break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,23' to 26',20.73264706798832,41.46352884489748,20.73088177690916,Argentina,Argentina
2,70' to 74',-9.083388080947696,41.75430357315375,50.83769165410145,Egypt,Argentina
