break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,23' to 26',22.414480972656982,41.379071572882275,18.964590600225293,Argentina,Argentina
2,70' to 74',-10.03644732757219,42.03643861265756,52.07288594022975,Egypt,Argentina
