start_minute,start_label,start_timestamp,end_minute,end_label,end_timestamp,period
23.0,23',2026-07-07T16:24:35.951Z,26.0,26',2026-07-07T16:27:40.885Z,3
70.0,70',2026-07-07T17:33:47.246Z,74.0,74',2026-07-07T17:37:01.343Z,5
