minute,home_recent_value,away_recent_value,raw_momentum,momentum,momentum_smoothed,is_hydration_break
0.0,0.0,0.0,0.0,0.0,0.0,False
0.25,0.0,0.0,0.0,0.0,0.0,False
0.5,0.0,0.0,0.0,0.0,0.0,False
0.75,0.0,0.0,0.0,0.0,0.0,False
1.0,0.0,0.0,0.0,0.0,0.0,False
1.25,0.0,0.0,0.0,0.0,0.0,False
1.5,0.0,0.0,0.0,0.0,0.0,False
1.75,0.0,0.0,0.0,0.0,0.0,False
2.0,0.0,0.0,0.0,0.0,-0.8541493567427245,False
2.25,0.0,0.0,0.0,0.0,-1.708298713485449,False
2.5,0.0,0.0,0.0,0.0,-2.5624480702281733,False
2.75,0.0,0.0,0.0,0.0,-3.416597426970898,False
3.0,0.0,0.01,-0.01,-7.687344210684521,-4.057209444527942,False
3.25,0.0,0.01,-0.01,-7.687344210684521,-4.697821462084985,False
3.5,0.0,0.01,-0.01,-7.687344210684521,-5.3384334796420285,False
3.75,0.0,0.01,-0.01,-7.687344210684521,-5.979045497199071,False
4.0,0.0,0.0075,-0.0075,-5.7655081580133904,-6.406120175570433,False
4.25,0.0,0.0075,-0.0075,-5.7655081580133904,-5.979045497199071,False
4.5,0.0,0.0075,-0.0075,-5.7655081580133904,-5.551970818827709,False
4.75,0.0,0.0075,-0.0075,-5.7655081580133904,-5.124896140456347,False
5.0,0.0,0.005,-0.005,-3.8436721053422604,-4.484284122899303,False
5.25,0.0,0.005,-0.005,-3.8436721053422604,-4.057209444527941,False
5.5,0.0,0.005,-0.005,-3.8436721053422604,-3.630134766156579,False
5.75,0.0,0.005,-0.005,-3.8436721053422604,-3.2030600877852167,False
6.0,0.0,0.0025,-0.0025,-1.9218360526711302,-4.697821462084985,False
6.25,0.0,0.0025,-0.0025,-1.9218360526711302,-6.406120175570434,False
6.5,0.0,0.0025,-0.0025,-1.9218360526711302,-8.114418889055882,False
6.75,0.0,0.0025,-0.0025,-1.9218360526711302,-9.822717602541331,False
7.0,0.0,0.025,-0.025,-19.2183605267113,-10.997172968062578,False
7.25,0.0,0.025,-0.025,-19.2183605267113,-12.385165672769505,False
7.5,0.0,0.025,-0.025,-19.2183605267113,-13.773158377476433,False
7.75,0.0,0.025,-0.025,-19.2183605267113,-15.16115108218336,False
8.0,0.0,0.018750000000000003,-0.018750000000000003,-14.413770395033477,-16.015300438926086,False
8.25,0.0,0.018750000000000003,-0.018750000000000003,-14.413770395033477,-14.947613742997682,False
8.5,0.0,0.018750000000000003,-0.018750000000000003,-14.413770395033477,-13.879927047069273,False
8.75,0.0,0.018750000000000003,-0.018750000000000003,-14.413770395033477,-12.812240351140868,False
9.0,0.0,0.0125,-0.0125,-9.60918026335565,-9.038113769744086,False
9.25,0.0,0.0125,-0.0125,-9.60918026335565,-5.797830536311507,False
9.5,0.0,0.0125,-0.0125,-9.60918026335565,-2.5575473028789286,False
9.75,0.0,0.0125,-0.0125,-9.60918026335565,0.6827359305536503,False
10.0,0.025435791999999995,0.00625,0.019185791999999993,14.748778705859733,3.913713377574389,False
10.25,0.025435791999999995,0.00625,0.019185791999999993,14.748778705859733,6.610847476630925,False
10.5,0.025435791999999995,0.00625,0.019185791999999993,14.748778705859733,9.30798157568746,False
10.75,0.025435791999999995,0.00625,0.019185791999999993,14.748778705859733,12.005115674743998,False
11.0,0.019076843999999996,0.0,0.019076843999999996,14.66502662815317,14.159100639424489,False
11.25,0.019076843999999996,0.0,0.019076843999999996,14.66502662815317,13.606645718636607,False
11.5,0.019076843999999996,0.0,0.019076843999999996,14.66502662815317,13.054190797848722,False
