break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,23' to 26',-19.590057810137132,19.33207963236285,38.92213744249998,Colombia,Switzerland
2,67' to 71',-17.54753106206136,12.042770244057634,29.590301306118995,Colombia,Switzerland
