break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,22' to 26',-22.271887549196727,10.718704697401318,32.99059224659804,Morocco,Netherlands
2,67' to 71',-16.865984365074723,32.22699044024438,49.0929748053191,Morocco,Netherlands
