break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,23' to 26',-9.445619806961242,14.004475766675716,23.450095573636958,Congo DR,England
2,68' to 71',-36.28380857585909,28.957479729198617,65.24128830505771,Congo DR,England
