start_minute,start_label,start_timestamp,end_minute,end_label,end_timestamp,period
24.0,24',2026-06-30T17:23:47.088Z,27.0,27',2026-06-30T17:26:58.088Z,3
73.0,68',2026-06-30T18:27:35.999Z,77.0,72',2026-06-30T18:31:06.872Z,5
