break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,24' to 27',0.49507428656143937,-21.050412967521204,-21.545487254082644,Portugal,Croatia
2,69' to 72',16.652276131359972,-26.41988475163398,-43.072160882993956,Portugal,Croatia
