break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,25' to 28',23.957796003376693,25.44801984165452,1.490223838277828,Mexico,Mexico
2,68' to 71',-2.488295300984478,-22.78699023845025,-20.298694937465772,Ecuador,Ecuador
