event_id,timestamp,match_minute_label,match_minute,period,type_id,event_type,description,team_id,team,team_abbr,side,x,y,goal_x,goal_y,home_goals,away_goals,attacking_team_id,attacking_team,attacking_abbr,proxy_value,signed_proxy_value,location_danger,score_reason,elapsed_minute
903923851,2026-07-01T01:59:33.335Z,0',0.0,2,79,Coin Toss,Mexico won the coin toss and chose to kick off,43911,Mexico,MEX,home,,,,,0,0,43911,Mexico,MEX,0.0,0.0,0.0,annotation/no threat,0.0
976253064,2026-07-01T02:00:44.44Z,0',0.0,3,7,Start Time,The referee signals the start of the first period.,,,,,,,,,0,0,,,,0.0,0.0,0.0,annotation/no threat,0.0
1061561482,2026-07-01T02:01:58.684Z,2',2.0,3,18,Foul,Roberto ALVARADO (Mexico) commits a foul.,43911,Mexico,MEX,home,68.11335,42.127697,,,0,0,43927,Ecuador,ECU,0.015969873999999995,-0.015969873999999995,0.3622669999999999,"foul credited to opponent, boosted near goal",2.0
1167136908,2026-07-01T02:03:50.275Z,4',4.0,3,12,Attempt at Goal,Roberto ALVARADO (Mexico) attempts an effort on goal.,43911,Mexico,MEX,home,81.72362,38.61366,,,0,0,43911,Mexico,MEX,0.063551258,0.063551258,0.6344723999999999,shot weighted by location,4.0
1242756235,2026-07-01T02:04:55.861Z,5',5.0,3,18,Foul,Enner VALENCIA (Ecuador) commits a foul.,43927,Ecuador,ECU,away,43.196454,3.08676,,,0,0,43911,Mexico,MEX,0.01099356024,0.01099356024,0.13607091999999998,"foul credited to opponent, boosted near goal",5.0
1268755595,2026-07-01T02:05:28.553Z,5',5.0,3,12,Attempt at Goal,Gilberto MORA (Mexico) attempts an effort on goal.,43911,Mexico,MEX,home,80.04128,40.436544000000005,57.920607000000004,56.122629999999994,0,0,43911,Mexico,MEX,0.062037152000000005,0.062037152000000005,0.6008256000000001,shot weighted by location,5.0
1304270988,2026-07-01T02:06:02.827Z,6',6.0,3,12,Attempt at Goal,Luis ROMO (Mexico) attempts an effort on goal.,43911,Mexico,MEX,home,76.06562,49.070383,83.86171,83.05036,0,0,43911,Mexico,MEX,0.058459057999999994,0.058459057999999994,0.5213123999999999,shot weighted by location,6.0
1353056397,2026-07-01T02:07:00.585Z,7',7.0,3,12,Attempt at Goal,Raul JIMENEZ (Mexico) attempts an effort on goal.,43911,Mexico,MEX,home,93.48548,55.671835,21.0376,14.69873,0,0,43911,Mexico,MEX,0.074136932,0.074136932,0.8697096,shot weighted by location,7.0
1647296657,2026-07-01T02:11:30.215Z,11',11.0,3,18,Foul,Julian QUINONES (Mexico) commits a foul.,43911,Mexico,MEX,home,53.87769300000001,54.332293,,,0,0,43927,Ecuador,ECU,0.009706184920000005,-0.009706184920000005,0.0775538600000002,"foul credited to opponent, boosted near goal",11.0
1802667148,2026-07-01T02:14:09.274Z,14',14.0,3,12,Attempt at Goal,Roberto ALVARADO (Mexico) attempts an effort on goal.,43911,Mexico,MEX,home,84.0949,32.07573,19.47153,2.102198,0,0,43911,Mexico,MEX,0.06568541,0.06568541,0.6818979999999999,shot weighted by location,14.0
