start_minute,start_label,start_timestamp,end_minute,end_label,end_timestamp,period
25.0,25',2026-07-01T02:25:09.44Z,28.0,28',2026-07-01T02:28:23.708Z,3
74.0,68',2026-07-01T03:29:34.178Z,77.0,71',2026-07-01T03:33:01.178Z,5
