break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,23' to 26',-5.868307143786915,1.1303632239151962,6.998670367702111,Egypt,Australia
2,68' to 71',2.4194009528143265,-16.920440689517623,-19.339841642331947,Australia,Egypt
