break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,27' to 30',-33.73960843357666,-0.2624731859391411,33.47713524763752,Senegal,Senegal
2,70' to 73',6.212597329499734,9.482294847643427,3.269697518143693,Belgium,Belgium
