break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,27' to 30',-5.722261935469488,23.564595887081392,29.28685782255088,Norway,Brazil
2,68' to 71',18.173922072245464,-16.876150375293626,-35.050072447539094,Brazil,Norway
