break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,24' to 27',3.9133319735194205,21.582507526826543,17.669175553307124,USA,USA
2,69' to 72',8.452413400244163,-8.335837690523705,-16.78825109076787,USA,Belgium
