break_number,interval,before_avg_momentum,after_avg_momentum,delta_after_minus_before,before_leader,after_leader
1,29' to 32',11.818773134403084,44.39507029303261,32.57629715862953,France,France
2,67' to 71',18.7403338372604,-4.988669806744476,-23.729003644004877,France,Morocco
