minute,home_recent_value,away_recent_value,raw_momentum,momentum,momentum_smoothed,is_hydration_break
0.0,0.0,0.0,0.0,0.0,-4.207914113577897,False
0.25,0.0,0.0,0.0,0.0,-7.013190189296495,False
0.5,0.0,0.0,0.0,0.0,-9.01695881480978,False
0.75,0.0,0.0,0.0,0.0,-10.519785283944742,False
1.0,0.0,0.025,-0.025,-21.039570567889484,-11.10421779971945,False
1.25,0.0,0.025,-0.025,-21.039570567889484,-12.857515347043574,False
1.5,0.0,0.025,-0.025,-21.039570567889484,-14.6108128943677,False
1.75,0.0,0.025,-0.025,-21.039570567889484,-16.36411044169182,False
2.0,0.0,0.018750000000000003,-0.018750000000000003,-15.779677925917115,-17.532975473241237,False
2.25,0.0,0.018750000000000003,-0.018750000000000003,-15.779677925917115,-16.36411044169182,False
2.5,0.0,0.018750000000000003,-0.018750000000000003,-15.779677925917115,-15.195245410142405,False
2.75,0.0,0.018750000000000003,-0.018750000000000003,-15.779677925917115,-14.02638037859299,False
3.0,0.0,0.0125,-0.0125,-10.519785283944742,-6.326135531665863,False
3.25,0.0,0.0125,-0.0125,-10.519785283944742,0.7896767994865562,False
3.5,0.0,0.0125,-0.0125,-10.519785283944742,7.905489130638975,False
3.75,0.0,0.0125,-0.0125,-10.519785283944742,15.021301461791394,False
4.0,0.063597455,0.00625,0.057347455,48.26263305445466,21.234809483817774,False
4.25,0.063597455,0.00625,0.057347455,48.26263305445466,26.863884990069444,False
4.5,0.063597455,0.00625,0.057347455,48.26263305445466,32.49296049632111,False
4.75,0.063597455,0.00625,0.057347455,48.26263305445466,38.12203600257278,False
5.0,0.04769809125,0.0,0.04769809125,40.14189427232028,44.60210474702254,False
5.25,0.04769809125,0.0,0.04769809125,40.14189427232028,44.55079367609457,False
5.5,0.04769809125,0.0,0.04769809125,40.14189427232028,44.499482605166605,False
5.75,0.04769809125,0.0,0.04769809125,40.14189427232028,44.44817153423864,False
6.0,0.0567987275,0.0,0.0567987275,47.800833416103,44.02275264700193,False
6.25,0.0567987275,0.0,0.0567987275,47.800833416103,44.499638068891265,False
6.5,0.0567987275,0.0,0.0567987275,47.800833416103,44.9765234907806,False
6.75,0.0567987275,0.0,0.0567987275,47.800833416103,45.45340891266992,False
7.0,0.052797968150000006,0.0,0.052797968150000006,44.43386306932426,44.3969472548121,False
7.25,0.052797968150000006,0.0,0.052797968150000006,44.43386306932426,42.48949235875619,False
7.5,0.052797968150000006,0.0,0.052797968150000006,44.43386306932426,40.58203746270028,False
7.75,0.052797968150000006,0.0,0.052797968150000006,44.43386306932426,38.67458256664437,False
8.0,0.03640014806,0.0,0.03640014806,30.633739351599818,35.51790786321708,False
8.25,0.03640014806,0.0,0.03640014806,30.633739351599818,32.73534097609854,False
8.5,0.03640014806,0.0,0.03640014806,30.633739351599818,29.95277408898,False
8.75,0.03640014806,0.0,0.03640014806,30.633739351599818,27.17020720186146,False
9.0,0.023040823269999997,0.0,0.023040823269999997,19.390761085257402,16.91645656504743,False
9.25,0.023040823269999997,0.0,0.023040823269999997,19.390761085257402,8.196053007980558,False
9.5,0.023040823269999997,0.0,0.023040823269999997,19.390761085257402,-0.5243505490863143,False
9.75,0.023040823269999997,0.0,0.023040823269999997,19.390761085257402,-9.244754106153188,False
10.0,0.00968149848,0.06653851999999999,-0.05685702151999999,-47.84989266200203,-19.412184032334533,False
10.25,0.00968149848,0.06653851999999999,-0.05685702151999999,-47.84989266200203,-28.3303941511445,False
10.5,0.00968149848,0.06653851999999999,-0.05685702151999999,-47.84989266200203,-37.24860426995448,False
10.75,0.00968149848,0.06653851999999999,-0.05685702151999999,-47.84989266200203,-46.166814388764436,False
11.0,0.00257217369,0.07490389,-0.07233171631,-60.87312998403231,-53.18562291672366,False
11.25,0.00257217369,0.07490389,-0.07233171631,-60.87312998403231,-52.7332476949874,False
11.5,0.00257217369,0.07490389,-0.07233171631,-60.87312998403231,-52.28087247325113,False
11.75,0.00257217369,0.07490389,-0.07233171631,-60.87312998403231,-51.82849725151486,False
12.0,0.0,0.05201926,-0.05201926,-43.778515666375625,-49.23619852842286,False
12.25,0.0,0.05201926,-0.05201926,-43.778515666375625,-45.19687343621638,False
12.5,0.0,0.05201926,-0.05201926,-43.778515666375625,-41.1575483440099,False
12.75,0.0,0.05201926,-0.05201926,-43.778515666375625,-37.118223251803414,False
13.0,0.0,0.029134629999999998,-0.029134629999999998,-24.519204154174,-29.182536510841114,False
13.25,0.0,0.029134629999999998,-0.029134629999999998,-24.519204154174,-23.14625136072955,False
13.5,0.0,0.029134629999999998,-0.029134629999999998,-24.519204154174,-17.109966210617984,False
13.75,0.0,0.029134629999999998,-0.029134629999999998,-24.519204154174,-11.073681060506418,False
14.0,0.018783585999999998,0.00625,0.012533585999999998,10.548050684628464,1.716170793817816,False
14.25,0.018783585999999998,0.00625,0.012533585999999998,10.548050684628464,12.366099146786313,False
14.5,0.018783585999999998,0.00625,0.012533585999999998,10.548050684628464,23.016027499754806,False
