start_minute,start_label,start_timestamp,end_minute,end_label,end_timestamp,period
23.0,23',2026-06-29T17:23:04.741Z,27.0,27',2026-06-29T17:26:17.214Z,3
73.0,68',2026-06-29T18:29:25.177Z,76.0,71',2026-06-29T18:32:41.424Z,5
